RUN	bank.TransactionsSimulation	transactionssimulation	1593600116115	 	3.3.1
REQUEST	483		Transaction	1593600125716	1593600128560	OK	 
USER	Transactions	483	END	1593600125716	1593600128561
REQUEST	485		Transaction	1593600125727	1593600128563	OK	 
USER	Transactions	911	START	1593600128564	1593600128564
USER	Transactions	910	START	1593600128564	1593600128564
USER	Transactions	485	END	1593600125727	1593600128564
USER	Transactions	912	START	1593600128574	1593600128574
REQUEST	486		Transaction	1593600125737	1593600128577	OK	 
USER	Transactions	486	END	1593600125737	1593600128577
REQUEST	484		Transaction	1593600125727	1593600128584	OK	 
USER	Transactions	484	END	1593600125727	1593600128585
USER	Transactions	914	START	1593600128585	1593600128585
USER	Transactions	913	START	1593600128585	1593600128585
USER	Transactions	915	START	1593600128595	1593600128595
REQUEST	487		Transaction	1593600125748	1593600128603	OK	 
USER	Transactions	487	END	1593600125747	1593600128603
USER	Transactions	916	START	1593600128606	1593600128606
USER	Transactions	917	START	1593600128606	1593600128606
REQUEST	488		Transaction	1593600125748	1593600128612	OK	 
USER	Transactions	488	END	1593600125747	1593600128612
USER	Transactions	918	START	1593600128616	1593600128616
REQUEST	489		Transaction	1593600125758	1593600128618	OK	 
USER	Transactions	489	END	1593600125757	1593600128619
REQUEST	491		Transaction	1593600125768	1593600128624	OK	 
USER	Transactions	491	END	1593600125768	1593600128625
USER	Transactions	920	START	1593600128627	1593600128627
USER	Transactions	919	START	1593600128627	1593600128627
USER	Transactions	921	START	1593600128638	1593600128638
REQUEST	490		Transaction	1593600125768	1593600128644	OK	 
USER	Transactions	490	END	1593600125768	1593600128644
USER	Transactions	922	START	1593600128648	1593600128648
USER	Transactions	923	START	1593600128648	1593600128648
REQUEST	493		Transaction	1593600125789	1593600128658	OK	 
USER	Transactions	924	START	1593600128658	1593600128658
USER	Transactions	493	END	1593600125788	1593600128659
REQUEST	492		Transaction	1593600125778	1593600128660	OK	 
USER	Transactions	492	END	1593600125778	1593600128660
USER	Transactions	925	START	1593600128669	1593600128669
USER	Transactions	926	START	1593600128669	1593600128669
REQUEST	494		Transaction	1593600125789	1593600128671	OK	 
USER	Transactions	494	END	1593600125788	1593600128671
USER	Transactions	927	START	1593600128674	1593600128674
USER	Transactions	929	START	1593600128684	1593600128684
USER	Transactions	928	START	1593600128684	1593600128684
REQUEST	496		Transaction	1593600125804	1593600128686	OK	 
USER	Transactions	496	END	1593600125804	1593600128686
USER	Transactions	930	START	1593600128694	1593600128694
USER	Transactions	932	START	1593600128705	1593600128705
USER	Transactions	931	START	1593600128705	1593600128705
REQUEST	497		Transaction	1593600125804	1593600128706	OK	 
USER	Transactions	497	END	1593600125804	1593600128707
REQUEST	495		Transaction	1593600125800	1593600128712	OK	 
REQUEST	498		Transaction	1593600125814	1593600128712	OK	 
USER	Transactions	498	END	1593600125814	1593600128713
USER	Transactions	495	END	1593600125799	1593600128713
USER	Transactions	933	START	1593600128715	1593600128715
USER	Transactions	935	START	1593600128726	1593600128726
USER	Transactions	934	START	1593600128726	1593600128726
REQUEST	499		Transaction	1593600125825	1593600128733	OK	 
USER	Transactions	499	END	1593600125825	1593600128733
USER	Transactions	936	START	1593600128737	1593600128737
USER	Transactions	938	START	1593600128748	1593600128748
USER	Transactions	937	START	1593600128748	1593600128748
REQUEST	500		Transaction	1593600125825	1593600128756	OK	 
USER	Transactions	500	END	1593600125825	1593600128757
USER	Transactions	939	START	1593600128759	1593600128759
REQUEST	501		Transaction	1593600125835	1593600128760	OK	 
REQUEST	503		Transaction	1593600125846	1593600128760	OK	 
USER	Transactions	503	END	1593600125846	1593600128761
USER	Transactions	501	END	1593600125835	1593600128761
USER	Transactions	940	START	1593600128764	1593600128764
USER	Transactions	941	START	1593600128764	1593600128764
REQUEST	502		Transaction	1593600125846	1593600128774	OK	 
USER	Transactions	942	START	1593600128774	1593600128774
USER	Transactions	502	END	1593600125846	1593600128774
USER	Transactions	944	START	1593600128784	1593600128784
USER	Transactions	943	START	1593600128784	1593600128784
USER	Transactions	945	START	1593600128794	1593600128794
REQUEST	504		Transaction	1593600125857	1593600128796	OK	 
USER	Transactions	504	END	1593600125857	1593600128797
USER	Transactions	947	START	1593600128805	1593600128805
USER	Transactions	946	START	1593600128805	1593600128805
REQUEST	505		Transaction	1593600125867	1593600128809	OK	 
USER	Transactions	505	END	1593600125867	1593600128810
REQUEST	506		Transaction	1593600125867	1593600128811	OK	 
USER	Transactions	506	END	1593600125867	1593600128812
USER	Transactions	948	START	1593600128816	1593600128816
REQUEST	507		Transaction	1593600125878	1593600128824	OK	 
USER	Transactions	507	END	1593600125878	1593600128824
USER	Transactions	950	START	1593600128827	1593600128827
USER	Transactions	949	START	1593600128827	1593600128827
USER	Transactions	951	START	1593600128837	1593600128837
REQUEST	509		Transaction	1593600125888	1593600128842	OK	 
USER	Transactions	509	END	1593600125888	1593600128842
USER	Transactions	952	START	1593600128848	1593600128848
USER	Transactions	953	START	1593600128848	1593600128848
REQUEST	510		Transaction	1593600125899	1593600128854	OK	 
USER	Transactions	510	END	1593600125898	1593600128855
USER	Transactions	954	START	1593600128858	1593600128858
REQUEST	508		Transaction	1593600125888	1593600128858	OK	 
USER	Transactions	508	END	1593600125888	1593600128859
USER	Transactions	955	START	1593600128869	1593600128869
USER	Transactions	956	START	1593600128869	1593600128869
USER	Transactions	957	START	1593600128874	1593600128874
REQUEST	511		Transaction	1593600125911	1593600128874	OK	 
USER	Transactions	511	END	1593600125909	1593600128875
REQUEST	512		Transaction	1593600125909	1593600128882	OK	 
USER	Transactions	512	END	1593600125909	1593600128883
USER	Transactions	958	START	1593600128886	1593600128886
USER	Transactions	959	START	1593600128886	1593600128886
USER	Transactions	960	START	1593600128897	1593600128897
REQUEST	514		Transaction	1593600125924	1593600128899	OK	 
USER	Transactions	514	END	1593600125924	1593600128900
REQUEST	513		Transaction	1593600125914	1593600128900	OK	 
USER	Transactions	513	END	1593600125914	1593600128901
USER	Transactions	961	START	1593600128907	1593600128907
USER	Transactions	962	START	1593600128907	1593600128907
REQUEST	516		Transaction	1593600125934	1593600128911	OK	 
USER	Transactions	516	END	1593600125934	1593600128912
USER	Transactions	963	START	1593600128918	1593600128918
REQUEST	517		Transaction	1593600125944	1593600128926	OK	 
USER	Transactions	517	END	1593600125944	1593600128927
USER	Transactions	965	START	1593600128928	1593600128928
USER	Transactions	964	START	1593600128928	1593600128928
USER	Transactions	966	START	1593600128938	1593600128938
REQUEST	515		Transaction	1593600125924	1593600128947	OK	 
USER	Transactions	515	END	1593600125924	1593600128948
USER	Transactions	967	START	1593600128949	1593600128949
USER	Transactions	968	START	1593600128949	1593600128949
USER	Transactions	969	START	1593600128954	1593600128954
REQUEST	519		Transaction	1593600125955	1593600128958	OK	 
USER	Transactions	519	END	1593600125954	1593600128959
REQUEST	518		Transaction	1593600125944	1593600128960	OK	 
USER	Transactions	518	END	1593600125944	1593600128961
USER	Transactions	970	START	1593600128964	1593600128964
USER	Transactions	971	START	1593600128964	1593600128964
REQUEST	520		Transaction	1593600125965	1593600128973	OK	 
USER	Transactions	520	END	1593600125965	1593600128973
USER	Transactions	972	START	1593600128975	1593600128975
USER	Transactions	973	START	1593600128985	1593600128985
USER	Transactions	974	START	1593600128985	1593600128985
REQUEST	521		Transaction	1593600125965	1593600128989	OK	 
USER	Transactions	521	END	1593600125965	1593600128990
USER	Transactions	975	START	1593600128995	1593600128995
REQUEST	522		Transaction	1593600125976	1593600129000	OK	 
REQUEST	524		Transaction	1593600125987	1593600129000	OK	 
USER	Transactions	522	END	1593600125976	1593600129000
USER	Transactions	524	END	1593600125986	1593600129000
USER	Transactions	976	START	1593600129006	1593600129006
USER	Transactions	977	START	1593600129006	1593600129006
USER	Transactions	978	START	1593600129016	1593600129016
REQUEST	523		Transaction	1593600125986	1593600129022	OK	 
USER	Transactions	523	END	1593600125986	1593600129022
USER	Transactions	979	START	1593600129027	1593600129027
USER	Transactions	980	START	1593600129027	1593600129027
REQUEST	525		Transaction	1593600125997	1593600129030	OK	 
USER	Transactions	525	END	1593600125997	1593600129031
USER	Transactions	981	START	1593600129038	1593600129038
REQUEST	526		Transaction	1593600126008	1593600129045	OK	 
USER	Transactions	526	END	1593600126008	1593600129045
USER	Transactions	982	START	1593600129048	1593600129048
USER	Transactions	983	START	1593600129048	1593600129048
REQUEST	527		Transaction	1593600126008	1593600129049	OK	 
USER	Transactions	527	END	1593600126008	1593600129050
USER	Transactions	984	START	1593600129059	1593600129059
USER	Transactions	985	START	1593600129064	1593600129064
USER	Transactions	986	START	1593600129064	1593600129064
USER	Transactions	987	START	1593600129074	1593600129074
REQUEST	528		Transaction	1593600126018	1593600129075	OK	 
USER	Transactions	528	END	1593600126018	1593600129075
REQUEST	529		Transaction	1593600126029	1593600129080	OK	 
USER	Transactions	529	END	1593600126029	1593600129080
REQUEST	530		Transaction	1593600126029	1593600129083	OK	 
USER	Transactions	530	END	1593600126029	1593600129084
USER	Transactions	989	START	1593600129085	1593600129085
USER	Transactions	988	START	1593600129085	1593600129085
USER	Transactions	990	START	1593600129096	1593600129096
REQUEST	531		Transaction	1593600126034	1593600129099	OK	 
USER	Transactions	531	END	1593600126034	1593600129099
USER	Transactions	991	START	1593600129107	1593600129107
USER	Transactions	992	START	1593600129107	1593600129107
USER	Transactions	993	START	1593600129117	1593600129117
REQUEST	532		Transaction	1593600126046	1593600129120	OK	 
REQUEST	533		Transaction	1593600126045	1593600129120	OK	 
USER	Transactions	533	END	1593600126044	1593600129121
USER	Transactions	532	END	1593600126044	1593600129121
REQUEST	534		Transaction	1593600126055	1593600129124	OK	 
USER	Transactions	534	END	1593600126054	1593600129125
USER	Transactions	994	START	1593600129128	1593600129128
USER	Transactions	995	START	1593600129128	1593600129128
USER	Transactions	996	START	1593600129138	1593600129138
REQUEST	535		Transaction	1593600126065	1593600129148	OK	 
USER	Transactions	997	START	1593600129148	1593600129148
USER	Transactions	998	START	1593600129148	1593600129148
USER	Transactions	535	END	1593600126065	1593600129148
USER	Transactions	999	START	1593600129159	1593600129159
REQUEST	538		Transaction	1593600126087	1593600129163	OK	 
USER	Transactions	538	END	1593600126086	1593600129164
REQUEST	537		Transaction	1593600126076	1593600129168	OK	 
USER	Transactions	537	END	1593600126075	1593600129169
USER	Transactions	1001	START	1593600129169	1593600129169
USER	Transactions	1000	START	1593600129169	1593600129169
REQUEST	536		Transaction	1593600126065	1593600129171	OK	 
USER	Transactions	536	END	1593600126065	1593600129172
USER	Transactions	1002	START	1593600129174	1593600129174
USER	Transactions	1003	START	1593600129184	1593600129184
USER	Transactions	1004	START	1593600129184	1593600129184
USER	Transactions	1005	START	1593600129194	1593600129194
USER	Transactions	1006	START	1593600129204	1593600129204
USER	Transactions	1007	START	1593600129204	1593600129204
REQUEST	540		Transaction	1593600126097	1593600129206	OK	 
USER	Transactions	540	END	1593600126096	1593600129206
REQUEST	539		Transaction	1593600126087	1593600129209	OK	 
USER	Transactions	539	END	1593600126086	1593600129210
REQUEST	542		Transaction	1593600126107	1593600129212	OK	 
USER	Transactions	542	END	1593600126107	1593600129212
USER	Transactions	1008	START	1593600129215	1593600129215
REQUEST	541		Transaction	1593600126107	1593600129218	OK	 
USER	Transactions	541	END	1593600126107	1593600129219
USER	Transactions	1010	START	1593600129226	1593600129226
USER	Transactions	1009	START	1593600129226	1593600129226
USER	Transactions	1011	START	1593600129236	1593600129236
REQUEST	543		Transaction	1593600126118	1593600129246	OK	 
USER	Transactions	1012	START	1593600129247	1593600129247
USER	Transactions	1013	START	1593600129247	1593600129247
USER	Transactions	543	END	1593600126117	1593600129247
REQUEST	544		Transaction	1593600126128	1593600129252	OK	 
USER	Transactions	544	END	1593600126128	1593600129253
USER	Transactions	1014	START	1593600129257	1593600129257
REQUEST	546		Transaction	1593600126139	1593600129260	OK	 
USER	Transactions	546	END	1593600126138	1593600129260
USER	Transactions	1016	START	1593600129268	1593600129268
USER	Transactions	1015	START	1593600129268	1593600129268
REQUEST	545		Transaction	1593600126128	1593600129269	OK	 
USER	Transactions	545	END	1593600126128	1593600129269
USER	Transactions	1017	START	1593600129278	1593600129278
REQUEST	548		Transaction	1593600126149	1593600129288	OK	 
USER	Transactions	548	END	1593600126148	1593600129289
USER	Transactions	1019	START	1593600129289	1593600129289
USER	Transactions	1018	START	1593600129289	1593600129289
USER	Transactions	1020	START	1593600129294	1593600129294
REQUEST	549		Transaction	1593600126160	1593600129298	OK	 
USER	Transactions	549	END	1593600126159	1593600129298
USER	Transactions	1021	START	1593600129305	1593600129305
USER	Transactions	1022	START	1593600129305	1593600129305
REQUEST	550		Transaction	1593600126164	1593600129310	OK	 
USER	Transactions	550	END	1593600126164	1593600129310
REQUEST	547		Transaction	1593600126149	1593600129312	OK	 
USER	Transactions	547	END	1593600126148	1593600129313
USER	Transactions	1023	START	1593600129316	1593600129316
USER	Transactions	1025	START	1593600129327	1593600129327
USER	Transactions	1024	START	1593600129327	1593600129327
REQUEST	551		Transaction	1593600126165	1593600129331	OK	 
USER	Transactions	551	END	1593600126164	1593600129331
USER	Transactions	1026	START	1593600129337	1593600129337
USER	Transactions	1028	START	1593600129347	1593600129347
USER	Transactions	1027	START	1593600129347	1593600129347
REQUEST	552		Transaction	1593600126174	1593600129350	OK	 
