RUN	bank.TotalLoadSimulation	totalloadsimulation	1593599850915	 	3.3.1
REQUEST	838		Transaction	1593599884461	1593599893266	OK	 
REQUEST	837		Transaction	1593599884439	1593599893268	OK	 
REQUEST	841		Transaction	1593599884502	1593599893301	OK	 
REQUEST	839		Transaction	1593599884467	1593599893301	OK	 
REQUEST	548		Create new account	1593599884523	1593599893308	OK	 
USER	Bank Load	548	END	1593599868044	1593599893309
REQUEST	840		Transaction	1593599884510	1593599893317	OK	 
REQUEST	842		Transaction	1593599884545	1593599893350	OK	 
REQUEST	549		Create new account	1593599884555	1593599893355	OK	 
USER	Bank Load	549	END	1593599868054	1593599893355
REQUEST	550		Create new account	1593599884576	1593599893362	OK	 
USER	Bank Load	550	END	1593599868075	1593599893363
REQUEST	843		Transaction	1593599884589	1593599893387	OK	 
REQUEST	844		Transaction	1593599884593	1593599893426	OK	 
REQUEST	551		Create new account	1593599884591	1593599893426	OK	 
USER	Bank Load	551	END	1593599868096	1593599893427
REQUEST	845		Transaction	1593599884614	1593599893431	OK	 
REQUEST	846		Transaction	1593599884644	1593599893453	OK	 
REQUEST	553		Create new account	1593599884665	1593599893476	OK	 
USER	Bank Load	553	END	1593599868137	1593599893476
REQUEST	552		Create new account	1593599884654	1593599893495	OK	 
USER	Bank Load	552	END	1593599868116	1593599893496
REQUEST	554		Create new account	1593599884699	1593599893498	OK	 
USER	Bank Load	554	END	1593599868158	1593599893498
REQUEST	847		Transaction	1593599884672	1593599893502	OK	 
REQUEST	848		Transaction	1593599884701	1593599893534	OK	 
REQUEST	555		Create new account	1593599884724	1593599893534	OK	 
USER	Bank Load	555	END	1593599868178	1593599893534
REQUEST	849		Transaction	1593599884718	1593599893546	OK	 
REQUEST	851		Transaction	1593599884781	1593599893553	OK	 
REQUEST	850		Transaction	1593599884733	1593599893586	OK	 
REQUEST	556		Create new account	1593599884790	1593599893586	OK	 
USER	Bank Load	556	END	1593599868193	1593599893586
REQUEST	853		Transaction	1593599884821	1593599893596	OK	 
REQUEST	852		Transaction	1593599884805	1593599893600	OK	 
REQUEST	557		Create new account	1593599884821	1593599893615	OK	 
USER	Bank Load	557	END	1593599868215	1593599893615
REQUEST	854		Transaction	1593599884837	1593599893634	OK	 
REQUEST	558		Create new account	1593599884865	1593599893635	OK	 
USER	Bank Load	558	END	1593599868236	1593599893636
REQUEST	559		Create new account	1593599884865	1593599893639	OK	 
USER	Bank Load	559	END	1593599868258	1593599893640
REQUEST	855		Transaction	1593599884870	1593599893664	OK	 
REQUEST	560		Create new account	1593599884880	1593599893680	OK	 
USER	Bank Load	560	END	1593599868273	1593599893681
REQUEST	856		Transaction	1593599884915	1593599893697	OK	 
REQUEST	857		Transaction	1593599884923	1593599893698	OK	 
REQUEST	561		Create new account	1593599884948	1593599893719	OK	 
USER	Bank Load	561	END	1593599868294	1593599893719
REQUEST	562		Create new account	1593599884986	1593599893749	OK	 
USER	Bank Load	562	END	1593599868315	1593599893750
REQUEST	858		Transaction	1593599884967	1593599893750	OK	 
REQUEST	859		Transaction	1593599884997	1593599893767	OK	 
REQUEST	860		Transaction	1593599885020	1593599893781	OK	 
REQUEST	564		Create new account	1593599885076	1593599893795	OK	 
REQUEST	861		Transaction	1593599885044	1593599893795	OK	 
USER	Bank Load	564	END	1593599868357	1593599893796
REQUEST	563		Create new account	1593599885082	1593599893815	OK	 
USER	Bank Load	563	END	1593599868336	1593599893816
REQUEST	862		Transaction	1593599885087	1593599893832	OK	 
REQUEST	863		Transaction	1593599885116	1593599893843	OK	 
REQUEST	864		Transaction	1593599885120	1593599893853	OK	 
REQUEST	565		Create new account	1593599885140	1593599893856	OK	 
USER	Bank Load	565	END	1593599868378	1593599893856
REQUEST	566		Create new account	1593599885144	1593599893869	OK	 
USER	Bank Load	566	END	1593599868393	1593599893870
REQUEST	865		Transaction	1593599885161	1593599893883	OK	 
REQUEST	567		Create new account	1593599885190	1593599893896	OK	 
USER	Bank Load	567	END	1593599868413	1593599893896
REQUEST	866		Transaction	1593599885190	1593599893897	OK	 
REQUEST	568		Create new account	1593599885217	1593599893914	OK	 
USER	Bank Load	568	END	1593599868435	1593599893914
REQUEST	867		Transaction	1593599885226	1593599893928	OK	 
REQUEST	869		Transaction	1593599885255	1593599893948	OK	 
REQUEST	868		Transaction	1593599885235	1593599893949	OK	 
REQUEST	569		Create new account	1593599885263	1593599893953	OK	 
USER	Bank Load	569	END	1593599868456	1593599893954
REQUEST	870		Transaction	1593599885267	1593599893979	OK	 
REQUEST	570		Create new account	1593599885306	1593599893992	OK	 
USER	Bank Load	570	END	1593599868477	1593599893992
REQUEST	871		Transaction	1593599885304	1593599894002	OK	 
REQUEST	873		Transaction	1593599885307	1593599894015	OK	 
REQUEST	872		Transaction	1593599885338	1593599894053	OK	 
REQUEST	571		Create new account	1593599885347	1593599894061	OK	 
USER	Bank Load	571	END	1593599868498	1593599894062
REQUEST	572		Create new account	1593599885359	1593599894083	OK	 
USER	Bank Load	572	END	1593599868513	1593599894083
REQUEST	874		Transaction	1593599885369	1593599894093	OK	 
REQUEST	875		Transaction	1593599885399	1593599894119	OK	 
REQUEST	876		Transaction	1593599885410	1593599894119	OK	 
REQUEST	573		Create new account	1593599885417	1593599894137	OK	 
USER	Bank Load	573	END	1593599868535	1593599894137
REQUEST	877		Transaction	1593599885428	1593599894150	OK	 
REQUEST	574		Create new account	1593599885461	1593599894169	OK	 
USER	Bank Load	574	END	1593599868577	1593599894169
REQUEST	878		Transaction	1593599885450	1593599894180	OK	 
REQUEST	879		Transaction	1593599885461	1593599894198	OK	 
REQUEST	575		Create new account	1593599885494	1593599894198	OK	 
USER	Bank Load	575	END	1593599868593	1593599894199
REQUEST	576		Create new account	1593599885513	1593599894223	OK	 
USER	Bank Load	576	END	1593599868614	1593599894223
REQUEST	880		Transaction	1593599885504	1593599894226	OK	 
REQUEST	881		Transaction	1593599885534	1593599894239	OK	 
REQUEST	882		Transaction	1593599885555	1593599894246	OK	 
REQUEST	577		Create new account	1593599885599	1593599894261	OK	 
USER	Bank Load	577	END	1593599868635	1593599894261
REQUEST	883		Transaction	1593599885589	1593599894271	OK	 
REQUEST	884		Transaction	1593599885596	1593599894282	OK	 
REQUEST	578		Create new account	1593599885617	1593599894288	OK	 
USER	Bank Load	578	END	1593599868656	1593599894289
REQUEST	885		Transaction	1593599885627	1593599894306	OK	 
REQUEST	579		Create new account	1593599885654	1593599894314	OK	 
USER	Bank Load	579	END	1593599868677	1593599894315
REQUEST	886		Transaction	1593599885680	1593599894330	OK	 
REQUEST	580		Create new account	1593599885696	1593599894336	OK	 
USER	Bank Load	580	END	1593599868698	1593599894336
REQUEST	887		Transaction	1593599885704	1593599894357	OK	 
REQUEST	888		Transaction	1593599885742	1593599894362	OK	 
REQUEST	581		Create new account	1593599885782	1593599894368	OK	 
USER	Bank Load	581	END	1593599868714	1593599894369
REQUEST	889		Transaction	1593599885796	1593599894382	OK	 
REQUEST	582		Create new account	1593599885813	1593599894405	OK	 
USER	Bank Load	582	END	1593599868735	1593599894406
REQUEST	891		Transaction	1593599885833	1593599894429	OK	 
REQUEST	890		Transaction	1593599885824	1593599894430	OK	 
REQUEST	583		Create new account	1593599885847	1593599894458	OK	 
USER	Bank Load	583	END	1593599868755	1593599894458
REQUEST	892		Transaction	1593599885860	1593599894481	OK	 
REQUEST	584		Create new account	1593599885882	1593599894503	OK	 
USER	Bank Load	584	END	1593599868777	1593599894503
REQUEST	893		Transaction	1593599885877	1593599894505	OK	 
REQUEST	585		Create new account	1593599885907	1593599894519	OK	 
USER	Bank Load	585	END	1593599868798	1593599894520
REQUEST	894		Transaction	1593599885912	1593599894531	OK	 
REQUEST	586		Create new account	1593599885958	1593599894543	OK	 
USER	Bank Load	586	END	1593599868813	1593599894543
REQUEST	895		Transaction	1593599885958	1593599894558	OK	 
REQUEST	896		Transaction	1593599885961	1593599894582	OK	 
REQUEST	587		Create new account	1593599885961	1593599894586	OK	 
USER	Bank Load	587	END	1593599868834	1593599894586
REQUEST	897		Transaction	1593599885999	1593599894598	OK	 
REQUEST	588		Create new account	1593599886002	1593599894614	OK	 
USER	Bank Load	588	END	1593599868855	1593599894614
REQUEST	589		Create new account	1593599886014	1593599894625	OK	 
USER	Bank Load	589	END	1593599868876	1593599894625
REQUEST	898		Transaction	1593599886036	1593599894654	OK	 
REQUEST	899		Transaction	1593599886050	1593599894662	OK	 
REQUEST	590		Create new account	1593599886086	1593599894671	OK	 
USER	Bank Load	590	END	1593599868898	1593599894672
REQUEST	900		Transaction	1593599886052	1593599894673	OK	 
REQUEST	591		Create new account	1593599886100	1593599894693	OK	 
USER	Bank Load	591	END	1593599868913	1593599894694
REQUEST	901		Transaction	1593599886113	1593599894705	OK	 
REQUEST	903		Transaction	1593599886147	1593599894723	OK	 
REQUEST	902		Transaction	1593599886143	1593599894728	OK	 
REQUEST	592		Create new account	1593599886173	1593599894737	OK	 
USER	Bank Load	592	END	1593599868934	1593599894738
REQUEST	904		Transaction	1593599886181	1593599894745	OK	 
REQUEST	593		Create new account	1593599886201	1593599894763	OK	 
USER	Bank Load	593	END	1593599868955	1593599894763
REQUEST	905		Transaction	1593599886212	1593599894793	OK	 
REQUEST	906		Transaction	1593599886225	1593599894806	OK	 
REQUEST	908		Transaction	1593599886248	1593599894815	OK	 
REQUEST	594		Create new account	1593599886248	1593599894821	OK	 
USER	Bank Load	594	END	1593599868976	1593599894822
REQUEST	907		Transaction	1593599886260	1593599894858	OK	 
REQUEST	595		Create new account	1593599886275	1593599894867	OK	 
USER	Bank Load	595	END	1593599868998	1593599894867
REQUEST	909		Transaction	1593599886288	1593599894881	OK	 
REQUEST	910		Transaction	1593599886314	1593599894884	OK	 
REQUEST	597		Create new account	1593599886343	1593599894906	OK	 
USER	Bank Load	597	END	1593599869034	1593599894907
REQUEST	596		Create new account	1593599886315	1593599894923	OK	 
USER	Bank Load	596	END	1593599869013	1593599894923
REQUEST	912		Transaction	1593599886349	1593599894941	OK	 
REQUEST	911		Transaction	1593599886350	1593599894943	OK	 
REQUEST	598		Create new account	1593599886373	1593599894967	OK	 
USER	Bank Load	598	END	1593599869055	1593599894968
REQUEST	913		Transaction	1593599886386	1593599894987	OK	 
REQUEST	599		Create new account	1593599886394	1593599895006	OK	 
USER	Bank Load	599	END	1593599869076	1593599895006
REQUEST	600		Create new account	1593599886415	1593599895010	OK	 
USER	Bank Load	600	END	1593599869097	1593599895011
REQUEST	914		Transaction	1593599886426	1593599895028	OK	 
REQUEST	916		Transaction	1593599886458	1593599895046	OK	 
REQUEST	601		Create new account	1593599886462	1593599895075	OK	 
USER	Bank Load	601	END	1593599869113	1593599895075
REQUEST	915		Transaction	1593599886458	1593599895078	OK	 
REQUEST	602		Create new account	1593599886500	1593599895109	OK	 
USER	Bank Load	602	END	1593599869134	1593599895110
REQUEST	917		Transaction	1593599886494	1593599895111	OK	 
REQUEST	603		Create new account	1593599886520	1593599895162	OK	 
USER	Bank Load	603	END	1593599869155	1593599895163
REQUEST	605		Create new account	1593599886571	1593599895170	OK	 
USER	Bank Load	605	END	1593599869197	1593599895170
REQUEST	918		Transaction	1593599886537	1593599895171	OK	 
REQUEST	919		Transaction	1593599886535	1593599895208	OK	 
REQUEST	920		Transaction	1593599886579	1593599895226	OK	 
REQUEST	921		Transaction	1593599886572	1593599895235	OK	 
REQUEST	604		Create new account	1593599886592	1593599895240	OK	 
USER	Bank Load	604	END	1593599869176	1593599895240
REQUEST	922		Transaction	1593599886616	1593599895272	OK	 
REQUEST	923		Transaction	1593599886651	1593599895275	OK	 
REQUEST	606		Create new account	1593599886655	1593599895278	OK	 
USER	Bank Load	606	END	1593599869218	1593599895278
REQUEST	607		Create new account	1593599886663	1593599895299	OK	 
USER	Bank Load	607	END	1593599869233	1593599895300
REQUEST	608		Create new account	1593599886701	1593599895333	OK	 
USER	Bank Load	608	END	1593599869254	1593599895334
REQUEST	925		Transaction	1593599886699	1593599895336	OK	 
REQUEST	924		Transaction	1593599886674	1593599895338	OK	 
REQUEST	609		Create new account	1593599886749	1593599895351	OK	 
USER	Bank Load	609	END	1593599869276	1593599895351
REQUEST	926		Transaction	1593599886745	1593599895403	OK	 
REQUEST	927		Transaction	1593599886755	1593599895414	OK	 
REQUEST	928		Transaction	1593599886782	1593599895419	OK	 
REQUEST	610		Create new account	1593599886836	1593599895433	OK	 
USER	Bank Load	610	END	1593599869297	1593599895434
REQUEST	611		Create new account	1593599886810	1593599895459	OK	 
USER	Bank Load	611	END	1593599869318	1593599895460
REQUEST	612		Create new account	1593599886841	1593599895480	OK	 
USER	Bank Load	612	END	1593599869333	1593599895480
REQUEST	929		Transaction	1593599886841	1593599895504	OK	 
REQUEST	930		Transaction	1593599886844	1593599895510	OK	 
REQUEST	613		Create new account	1593599886882	1593599895534	OK	 
USER	Bank Load	613	END	1593599869354	1593599895535
REQUEST	931		Transaction	1593599886882	1593599895551	OK	 
REQUEST	932		Transaction	1593599886912	1593599895569	OK	 
REQUEST	933		Transaction	1593599886922	1593599895571	OK	 
REQUEST	614		Create new account	1593599886939	1593599895591	OK	 
USER	Bank Load	614	END	1593599869375	1593599895592
REQUEST	935		Transaction	1593599886962	1593599895601	OK	 
REQUEST	615		Create new account	1593599886976	1593599895613	OK	 
USER	Bank Load	615	END	1593599869396	1593599895613
REQUEST	934		Transaction	1593599886950	1593599895627	OK	 
REQUEST	936		Transaction	1593599886980	1593599895637	OK	 
REQUEST	616		Create new account	1593599886988	1593599895643	OK	 
USER	Bank Load	616	END	1593599869417	1593599895643
REQUEST	937		Transaction	1593599887010	1593599895653	OK	 
REQUEST	938		Transaction	1593599887024	1593599895669	OK	 
REQUEST	617		Create new account	1593599887036	1593599895678	OK	 
USER	Bank Load	617	END	1593599869438	1593599895678
REQUEST	939		Transaction	1593599887068	1593599895687	OK	 
REQUEST	618		Create new account	1593599887070	1593599895697	OK	 
USER	Bank Load	618	END	1593599869453	1593599895697
REQUEST	940		Transaction	1593599887086	1593599895711	OK	 
REQUEST	619		Create new account	1593599887092	1593599895722	OK	 
USER	Bank Load	619	END	1593599869474	1593599895723
REQUEST	942		Transaction	1593599887127	1593599895738	OK	 
REQUEST	941		Transaction	1593599887106	1593599895739	OK	 
REQUEST	620		Create new account	1593599887130	1593599895750	OK	 
USER	Bank Load	620	END	1593599869496	1593599895750
REQUEST	621		Create new account	1593599887136	1593599895765	OK	 
USER	Bank Load	621	END	1593599869518	1593599895766
REQUEST	623		Create new account	1593599887175	1593599895781	OK	 
USER	Bank Load	623	END	1593599869529	1593599895782
REQUEST	943		Transaction	1593599887173	1593599895784	OK	 
REQUEST	622		Create new account	1593599887183	1593599895788	OK	 
USER	Bank Load	622	END	1593599869533	1593599895789
REQUEST	944		Transaction	1593599887188	1593599895806	OK	 
REQUEST	945		Transaction	1593599887216	1593599895825	OK	 
REQUEST	625		Create new account	1593599887241	1593599895834	OK	 
USER	Bank Load	625	END	1593599869575	1593599895835
REQUEST	624		Create new account	1593599887253	1593599895846	OK	 
USER	Bank Load	624	END	1593599869554	1593599895846
REQUEST	946		Transaction	1593599887259	1593599895855	OK	 
REQUEST	947		Transaction	1593599887282	1593599895873	OK	 
REQUEST	626		Create new account	1593599887297	1593599895880	OK	 
USER	Bank Load	626	END	1593599869597	1593599895881
REQUEST	948		Transaction	1593599887301	1593599895888	OK	 
REQUEST	627		Create new account	1593599887324	1593599895892	OK	 
USER	Bank Load	627	END	1593599869617	1593599895893
REQUEST	949		Transaction	1593599887349	1593599895919	OK	 
REQUEST	950		Transaction	1593599887363	1593599895928	OK	 
REQUEST	629		Create new account	1593599887402	1593599895928	OK	 
USER	Bank Load	629	END	1593599869654	1593599895928
REQUEST	628		Create new account	1593599887351	1593599895929	OK	 
USER	Bank Load	628	END	1593599869633	1593599895930
REQUEST	951		Transaction	1593599887388	1593599895968	OK	 
REQUEST	630		Create new account	1593599887407	1593599895970	OK	 
USER	Bank Load	630	END	1593599869675	1593599895970
REQUEST	953		Transaction	1593599887426	1593599895972	OK	 
REQUEST	631		Create new account	1593599887436	1593599895999	OK	 
USER	Bank Load	631	END	1593599869696	1593599895999
REQUEST	632		Create new account	1593599887445	1593599896013	OK	 
USER	Bank Load	632	END	1593599869717	1593599896014
REQUEST	955		Transaction	1593599887471	1593599896019	OK	 
REQUEST	954		Transaction	1593599887440	1593599896032	OK	 
REQUEST	956		Transaction	1593599887473	1593599896050	OK	 
REQUEST	633		Create new account	1593599887473	1593599896057	OK	 
USER	Bank Load	633	END	1593599869733	1593599896058
REQUEST	634		Create new account	1593599887499	1593599896062	OK	 
USER	Bank Load	634	END	1593599869754	1593599896062
REQUEST	635		Create new account	1593599887521	1593599896074	OK	 
USER	Bank Load	635	END	1593599869775	1593599896075
REQUEST	636		Create new account	1593599887552	1593599896107	OK	 
REQUEST	957		Transaction	1593599887536	1593599896107	OK	 
USER	Bank Load	636	END	1593599869797	1593599896108
REQUEST	639		Create new account	1593599887570	1593599896113	OK	 
USER	Bank Load	639	END	1593599869853	1593599896114
REQUEST	959		Transaction	1593599887557	1593599896117	OK	 
REQUEST	962		Transaction	1593599887591	1593599896149	OK	 
REQUEST	642		Create new account	1593599887623	1593599896150	OK	 
USER	Bank Load	642	END	1593599869917	1593599896151
REQUEST	638		Create new account	1593599887580	1593599896157	OK	 
USER	Bank Load	638	END	1593599869833	1593599896157
REQUEST	640		Create new account	1593599887605	1593599896164	OK	 
USER	Bank Load	640	END	1593599869874	1593599896165
REQUEST	964		Transaction	1593599887629	1593599896204	OK	 
REQUEST	963		Transaction	1593599887641	1593599896209	OK	 
REQUEST	643		Create new account	1593599887646	1593599896219	OK	 
USER	Bank Load	643	END	1593599869937	1593599896220
REQUEST	965		Transaction	1593599887667	1593599896223	OK	 
REQUEST	968		Transaction	1593599887707	1593599896265	OK	 
REQUEST	966		Transaction	1593599887710	1593599896274	OK	 
REQUEST	641		Create new account	1593599887737	1593599896276	OK	 
USER	Bank Load	641	END	1593599869896	1593599896276
REQUEST	970		Transaction	1593599887733	1593599896280	OK	 
REQUEST	973		Transaction	1593599887749	1593599896323	OK	 
REQUEST	974		Transaction	1593599887777	1593599896342	OK	 
REQUEST	971		Transaction	1593599887744	1593599896345	OK	 
REQUEST	649		Create new account	1593599887779	1593599896345	OK	 
USER	Bank Load	649	END	1593599870053	1593599896346
REQUEST	975		Transaction	1593599887780	1593599896388	OK	 
REQUEST	978		Transaction	1593599887809	1593599896388	OK	 
REQUEST	650		Create new account	1593599887833	1593599896407	OK	 
USER	Bank Load	650	END	1593599870075	1593599896407
REQUEST	977		Transaction	1593599887816	1593599896409	OK	 
REQUEST	979		Transaction	1593599887857	1593599896446	OK	 
REQUEST	651		Create new account	1593599887875	1593599896451	OK	 
USER	Bank Load	651	END	1593599870095	1593599896451
REQUEST	983		Transaction	1593599887931	1593599896499	OK	 
REQUEST	980		Transaction	1593599887879	1593599896505	OK	 
REQUEST	982		Transaction	1593599887912	1593599896542	OK	 
REQUEST	654		Create new account	1593599887953	1593599896543	OK	 
USER	Bank Load	654	END	1593599870158	1593599896544
REQUEST	655		Create new account	1593599887973	1593599896552	OK	 
USER	Bank Load	655	END	1593599870173	1593599896552
REQUEST	985		Transaction	1593599887995	1593599896564	OK	 
REQUEST	984		Transaction	1593599887977	1593599896592	OK	 
REQUEST	657		Create new account	1593599888062	1593599896604	OK	 
USER	Bank Load	657	END	1593599870214	1593599896605
REQUEST	986		Transaction	1593599888040	1593599896614	OK	 
REQUEST	656		Create new account	1593599888068	1593599896625	OK	 
USER	Bank Load	656	END	1593599870193	1593599896626
REQUEST	989		Transaction	1593599888111	1593599896663	OK	 
REQUEST	988		Transaction	1593599888077	1593599896665	OK	 
REQUEST	991		Transaction	1593599888160	1593599896692	OK	 
REQUEST	990		Transaction	1593599888137	1593599896698	OK	 
REQUEST	660		Create new account	1593599888161	1593599896710	OK	 
USER	Bank Load	660	END	1593599870273	1593599896710
REQUEST	662		Create new account	1593599888205	1593599896742	OK	 
USER	Bank Load	662	END	1593599870315	1593599896742
REQUEST	661		Create new account	1593599888212	1593599896758	OK	 
USER	Bank Load	661	END	1593599870294	1593599896759
REQUEST	993		Transaction	1593599888213	1593599896760	OK	 
REQUEST	994		Transaction	1593599888259	1593599896771	OK	 
REQUEST	663		Create new account	1593599888282	1593599896799	OK	 
USER	Bank Load	663	END	1593599870336	1593599896799
REQUEST	995		Transaction	1593599888271	1593599896807	OK	 
REQUEST	997		Transaction	1593599888288	1593599896819	OK	 
REQUEST	998		Transaction	1593599888321	1593599896835	OK	 
REQUEST	1000		Transaction	1593599888339	1593599896853	OK	 
REQUEST	665		Create new account	1593599888344	1593599896877	OK	 
USER	Bank Load	665	END	1593599870378	1593599896878
REQUEST	1001		Transaction	1593599888387	1593599896881	OK	 
REQUEST	999		Transaction	1593599888370	1593599896887	OK	 
REQUEST	667		Create new account	1593599888387	1593599896890	OK	 
USER	Bank Load	667	END	1593599870413	1593599896890
REQUEST	668		Create new account	1593599888423	1593599896920	OK	 
USER	Bank Load	668	END	1593599870434	1593599896920
REQUEST	1004		Transaction	1593599888435	1593599896922	OK	 
REQUEST	669		Create new account	1593599888445	1593599896929	OK	 
USER	Bank Load	669	END	1593599870456	1593599896930
REQUEST	671		Create new account	1593599888478	1593599896934	OK	 
USER	Bank Load	671	END	1593599870498	1593599896934
REQUEST	1006		Transaction	1593599888486	1593599896965	OK	 
REQUEST	1007		Transaction	1593599888497	1593599896985	OK	 
REQUEST	637		Create new account	1593599888561	1593599897001	OK	 
USER	Bank Load	637	END	1593599869817	1593599897002
REQUEST	1008		Transaction	1593599888537	1593599897009	OK	 
REQUEST	1009		Transaction	1593599888574	1593599897028	OK	 
REQUEST	960		Transaction	1593599888580	1593599897047	OK	 
REQUEST	1011		Transaction	1593599888660	1593599897055	OK	 
REQUEST	1013		Transaction	1593599888660	1593599897066	OK	 
REQUEST	675		Create new account	1593599888674	1593599897079	OK	 
USER	Bank Load	675	END	1593599870598	1593599897079
REQUEST	1014		Transaction	1593599888692	1593599897097	OK	 
REQUEST	644		Create new account	1593599888727	1593599897118	OK	 
USER	Bank Load	644	END	1593599869958	1593599897119
REQUEST	676		Create new account	1593599888712	1593599897119	OK	 
USER	Bank Load	676	END	1593599870613	1593599897119
REQUEST	1016		Transaction	1593599888710	1593599897123	OK	 
REQUEST	1018		Transaction	1593599888764	1593599897151	OK	 
REQUEST	677		Create new account	1593599888769	1593599897190	OK	 
USER	Bank Load	677	END	1593599870633	1593599897191
REQUEST	1019		Transaction	1593599888817	1593599897195	OK	 
REQUEST	1017		Transaction	1593599888769	1593599897199	OK	 
REQUEST	647		Create new account	1593599888847	1593599897215	OK	 
USER	Bank Load	647	END	1593599870017	1593599897216
REQUEST	648		Create new account	1593599888864	1593599897231	OK	 
USER	Bank Load	648	END	1593599870038	1593599897231
REQUEST	680		Create new account	1593599888883	1593599897242	OK	 
USER	Bank Load	680	END	1593599870696	1593599897243
REQUEST	972		Transaction	1593599888864	1593599897244	OK	 
REQUEST	681		Create new account	1593599888922	1593599897267	OK	 
REQUEST	682		Create new account	1593599888941	1593599897267	OK	 
USER	Bank Load	681	END	1593599870717	1593599897267
USER	Bank Load	682	END	1593599870733	1593599897267
REQUEST	683		Create new account	1593599888956	1593599897286	OK	 
USER	Bank Load	683	END	1593599870754	1593599897286
REQUEST	976		Transaction	1593599888956	1593599897293	OK	 
REQUEST	652		Create new account	1593599889022	1593599897311	OK	 
USER	Bank Load	652	END	1593599870116	1593599897312
REQUEST	684		Create new account	1593599888986	1593599897317	OK	 
USER	Bank Load	684	END	1593599870776	1593599897317
REQUEST	686		Create new account	1593599889037	1593599897342	OK	 
USER	Bank Load	686	END	1593599870818	1593599897342
REQUEST	685		Create new account	1593599889011	1593599897348	OK	 
USER	Bank Load	685	END	1593599870797	1593599897348
REQUEST	653		Create new account	1593599889076	1593599897364	OK	 
USER	Bank Load	653	END	1593599870137	1593599897365
REQUEST	981		Transaction	1593599889080	1593599897377	OK	 
REQUEST	992		Transaction	1593599889080	1593599897384	OK	 
REQUEST	688		Create new account	1593599889089	1593599897389	OK	 
USER	Bank Load	688	END	1593599870854	1593599897389
REQUEST	690		Create new account	1593599889135	1593599897405	OK	 
USER	Bank Load	690	END	1593599870897	1593599897405
REQUEST	689		Create new account	1593599889124	1593599897416	OK	 
USER	Bank Load	689	END	1593599870875	1593599897416
REQUEST	691		Create new account	1593599889144	1593599897424	OK	 
USER	Bank Load	691	END	1593599870918	1593599897425
REQUEST	987		Transaction	1593599889170	1593599897435	OK	 
REQUEST	693		Create new account	1593599889186	1593599897450	OK	 
USER	Bank Load	693	END	1593599870953	1593599897451
REQUEST	692		Create new account	1593599889214	1593599897457	OK	 
USER	Bank Load	692	END	1593599870938	1593599897458
REQUEST	694		Create new account	1593599889238	1593599897473	OK	 
USER	Bank Load	694	END	1593599870974	1593599897473
REQUEST	659		Create new account	1593599889225	1593599897477	OK	 
USER	Bank Load	659	END	1593599870253	1593599897478
REQUEST	695		Create new account	1593599889275	1593599897491	OK	 
USER	Bank Load	695	END	1593599870995	1593599897492
REQUEST	696		Create new account	1593599889277	1593599897502	OK	 
USER	Bank Load	696	END	1593599871017	1593599897502
REQUEST	697		Create new account	1593599889310	1593599897516	OK	 
USER	Bank Load	697	END	1593599871038	1593599897517
REQUEST	996		Transaction	1593599889323	1593599897519	OK	 
REQUEST	664		Create new account	1593599889357	1593599897527	OK	 
USER	Bank Load	664	END	1593599870356	1593599897528
REQUEST	698		Create new account	1593599889375	1593599897540	OK	 
USER	Bank Load	698	END	1593599871053	1593599897540
REQUEST	658		Create new account	1593599889393	1593599897553	OK	 
USER	Bank Load	658	END	1593599870238	1593599897554
REQUEST	700		Create new account	1593599889431	1593599897560	OK	 
USER	Bank Load	700	END	1593599871096	1593599897561
REQUEST	699		Create new account	1593599889512	1593599897576	OK	 
USER	Bank Load	699	END	1593599871074	1593599897576
REQUEST	666		Create new account	1593599889454	1593599897583	OK	 
USER	Bank Load	666	END	1593599870393	1593599897584
REQUEST	1002		Transaction	1593599889575	1593599897602	OK	 
REQUEST	701		Create new account	1593599889594	1593599897608	OK	 
USER	Bank Load	701	END	1593599871116	1593599897608
REQUEST	702		Create new account	1593599889613	1593599897616	OK	 
USER	Bank Load	702	END	1593599871137	1593599897617
REQUEST	1005		Transaction	1593599889667	1593599897632	OK	 
REQUEST	703		Create new account	1593599889667	1593599897645	OK	 
USER	Bank Load	703	END	1593599871158	1593599897645
REQUEST	704		Create new account	1593599889706	1593599897651	OK	 
USER	Bank Load	704	END	1593599871173	1593599897651
REQUEST	670		Create new account	1593599889791	1593599897665	OK	 
USER	Bank Load	670	END	1593599870476	1593599897666
REQUEST	706		Create new account	1593599889974	1593599897678	OK	 
USER	Bank Load	706	END	1593599871215	1593599897678
REQUEST	705		Create new account	1593599889799	1593599897683	OK	 
USER	Bank Load	705	END	1593599871194	1593599897683
REQUEST	672		Create new account	1593599889987	1593599897698	OK	 
USER	Bank Load	672	END	1593599870513	1593599897698
REQUEST	1010		Transaction	1593599890015	1593599897715	OK	 
REQUEST	673		Create new account	1593599889989	1593599897715	OK	 
USER	Bank Load	673	END	1593599870534	1593599897715
REQUEST	708		Create new account	1593599890091	1593599897732	OK	 
USER	Bank Load	708	END	1593599871257	1593599897733
REQUEST	1012		Transaction	1593599890095	1593599897755	OK	 
REQUEST	674		Create new account	1593599890135	1593599897757	OK	 
USER	Bank Load	674	END	1593599870577	1593599897758
REQUEST	1003		Transaction	1593599890160	1593599897759	OK	 
REQUEST	709		Create new account	1593599890174	1593599897779	OK	 
USER	Bank Load	709	END	1593599871278	1593599897779
REQUEST	712		Create new account	1593599890274	1593599897799	OK	 
