RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
REQUEST	2088		Get Balance	1593599366392	1593599426393	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2088	END	1593599366392	1593599426393
REQUEST	2094		Get Balance	1593599366414	1593599426414	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2094	END	1593599366413	1593599426414
REQUEST	2095		Get Balance	1593599366413	1593599426414	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2095	END	1593599366413	1593599426414
REQUEST	5200		Get Balance	1593599376761	1593599426422	OK	 
USER	Balance	5200	END	1593599376760	1593599426423
REQUEST	5201		Get Balance	1593599376761	1593599426428	OK	 
USER	Balance	5201	END	1593599376760	1593599426429
REQUEST	2106		Get Balance	1593599366450	1593599426450	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2106	END	1593599366449	1593599426450
REQUEST	2200		Get Balance	1593599366748	1593599426454	OK	 
USER	Balance	2200	END	1593599366748	1593599426454
REQUEST	2109		Get Balance	1593599366460	1593599426461	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2109	END	1593599366460	1593599426461
REQUEST	2111		Get Balance	1593599366471	1593599426473	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2111	END	1593599366470	1593599426473
REQUEST	3117		Get Balance	1593599369803	1593599426474	OK	 
USER	Balance	3117	END	1593599369802	1593599426474
REQUEST	2118		Get Balance	1593599366492	1593599426492	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2118	END	1593599366492	1593599426493
REQUEST	5211		Get Balance	1593599376803	1593599426500	OK	 
USER	Balance	5211	END	1593599376802	1593599426501
REQUEST	3712		Get Balance	1593599371801	1593599426505	OK	 
USER	Balance	3712	END	1593599371801	1593599426505
REQUEST	2124		Get Balance	1593599366513	1593599426514	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2124	END	1593599366513	1593599426514
REQUEST	2135		Get Balance	1593599366524	1593599426526	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2135	END	1593599366524	1593599426526
REQUEST	4923		Get Balance	1593599375842	1593599426537	OK	 
USER	Balance	4923	END	1593599375842	1593599426537
REQUEST	2137		Get Balance	1593599366540	1593599426540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
REQUEST	2139		Get Balance	1593599366540	1593599426540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
REQUEST	2134		Get Balance	1593599366540	1593599426540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	2132		Get Balance	1593599366539	1593599426540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
REQUEST	2133		Get Balance	1593599366540	1593599426540	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2133	END	1593599366539	1593599426540
USER	Balance	2137	END	1593599366539	1593599426540
USER	Balance	2139	END	1593599366539	1593599426540
USER	Balance	2134	END	1593599366539	1593599426540
USER	Balance	2132	END	1593599366539	1593599426540
REQUEST	4031		Get Balance	1593599372861	1593599426544	OK	 
USER	Balance	4031	END	1593599372861	1593599426544
REQUEST	4035		Get Balance	1593599372882	1593599426548	OK	 
USER	Balance	4035	END	1593599372882	1593599426548
REQUEST	2240		Get Balance	1593599366880	1593599426563	OK	 
USER	Balance	2240	END	1593599366880	1593599426563
REQUEST	4341		Get Balance	1593599373890	1593599426571	OK	 
USER	Balance	4341	END	1593599373890	1593599426571
REQUEST	2148		Get Balance	1593599366571	1593599426571	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	2148	END	1593599366571	1593599426572
REQUEST	2147		Get Balance	1593599366571	1593599426572	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2147	END	1593599366571	1593599426572
REQUEST	4044		Get Balance	1593599372914	1593599426579	OK	 
USER	Balance	4044	END	1593599372914	1593599426580
REQUEST	3090		Get Balance	1593599369714	1593599426586	OK	 
USER	Balance	3090	END	1593599369714	1593599426586
REQUEST	2158		Get Balance	1593599366613	1593599426614	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2158	END	1593599366612	1593599426614
REQUEST	3151		Get Balance	1593599369924	1593599426619	OK	 
REQUEST	2905		Get Balance	1593599369109	1593599426619	OK	 
USER	Balance	2905	END	1593599369109	1593599426619
USER	Balance	3151	END	1593599369923	1593599426619
REQUEST	5196		Get Balance	1593599376750	1593599426622	OK	 
USER	Balance	5196	END	1593599376750	1593599426623
REQUEST	2169		Get Balance	1593599366638	1593599426639	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2169	END	1593599366638	1593599426639
REQUEST	3165		Get Balance	1593599369961	1593599426639	OK	 
REQUEST	2168		Get Balance	1593599366638	1593599426639	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	3165	END	1593599369961	1593599426639
USER	Balance	2168	END	1593599366638	1593599426639
REQUEST	2861		Get Balance	1593599368963	1593599426662	OK	 
REQUEST	5563		Get Balance	1593599377973	1593599426662	OK	 
REQUEST	4961		Get Balance	1593599375962	1593599426662	OK	 
USER	Balance	5563	END	1593599377973	1593599426662
USER	Balance	4961	END	1593599375962	1593599426662
USER	Balance	2861	END	1593599368963	1593599426662
REQUEST	4920		Get Balance	1593599375831	1593599426708	OK	 
REQUEST	5882		Get Balance	1593599379030	1593599426708	OK	 
USER	Balance	4920	END	1593599375831	1593599426708
USER	Balance	5882	END	1593599379030	1593599426708
REQUEST	4980		Get Balance	1593599376031	1593599426714	OK	 
USER	Balance	4980	END	1593599376030	1593599426715
REQUEST	2192		Get Balance	1593599366723	1593599426723	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2192	END	1593599366722	1593599426723
REQUEST	2194		Get Balance	1593599366733	1593599426734	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2194	END	1593599366733	1593599426734
REQUEST	4385		Get Balance	1593599374039	1593599426745	OK	 
REQUEST	2198		Get Balance	1593599366744	1593599426745	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2198	END	1593599366743	1593599426745
USER	Balance	4385	END	1593599374039	1593599426745
REQUEST	2302		Get Balance	1593599367092	1593599426762	OK	 
USER	Balance	2302	END	1593599367092	1593599426762
REQUEST	2208		Get Balance	1593599366769	1593599426770	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	2208	END	1593599366769	1593599426770
REQUEST	5900		Get Balance	1593599379093	1593599426788	OK	 
USER	Balance	5900	END	1593599379093	1593599426788
REQUEST	3225		Get Balance	1593599370161	1593599426821	OK	 
REQUEST	5016		Get Balance	1593599376153	1593599426821	OK	 
USER	Balance	5016	END	1593599376153	1593599426822
USER	Balance	3225	END	1593599370161	1593599426822
REQUEST	2226		Get Balance	1593599366833	1593599426834	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2226	END	1593599366833	1593599426834
REQUEST	3168		Get Balance	1593599369971	1593599426840	OK	 
USER	Balance	3168	END	1593599369971	1593599426841
REQUEST	2230		Get Balance	1593599366849	1593599426849	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2230	END	1593599366848	1593599426849
REQUEST	3234		Get Balance	1593599370192	1593599426851	OK	 
USER	Balance	3234	END	1593599370192	1593599426851
REQUEST	4431		Get Balance	1593599374193	1593599426879	OK	 
USER	Balance	4431	END	1593599374193	1593599426880
REQUEST	2243		Get Balance	1593599366891	1593599426891	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	2244		Get Balance	1593599366891	1593599426891	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2244	END	1593599366891	1593599426892
USER	Balance	2243	END	1593599366890	1593599426892
REQUEST	5038		Get Balance	1593599376220	1593599426909	OK	 
USER	Balance	5038	END	1593599376220	1593599426910
REQUEST	4082		Get Balance	1593599373028	1593599426926	OK	 
USER	Balance	4082	END	1593599373028	1593599426927
REQUEST	5939		Get Balance	1593599379218	1593599426937	OK	 
USER	Balance	5939	END	1593599379218	1593599426938
REQUEST	5048		Get Balance	1593599376252	1593599426947	OK	 
USER	Balance	5048	END	1593599376252	1593599426947
REQUEST	4450		Get Balance	1593599374251	1593599426952	OK	 
USER	Balance	4450	END	1593599374251	1593599426953
REQUEST	3263		Get Balance	1593599370292	1593599426971	OK	 
USER	Balance	3263	END	1593599370291	1593599426972
REQUEST	2364		Get Balance	1593599367293	1593599427019	OK	 
USER	Balance	2364	END	1593599367293	1593599427019
REQUEST	3262		Get Balance	1593599370292	1593599427024	OK	 
USER	Balance	3262	END	1593599370291	1593599427024
REQUEST	5361		Get Balance	1593599377303	1593599427033	OK	 
USER	Balance	5361	END	1593599377302	1593599427034
REQUEST	2368		Get Balance	1593599367314	1593599427065	OK	 
USER	Balance	2368	END	1593599367313	1593599427065
REQUEST	3279		Get Balance	1593599370339	1593599427081	OK	 
USER	Balance	3279	END	1593599370339	1593599427081
REQUEST	5080		Get Balance	1593599376364	1593599427087	OK	 
REQUEST	2371		Get Balance	1593599367319	1593599427087	OK	 
USER	Balance	2371	END	1593599367318	1593599427087
USER	Balance	5080	END	1593599376363	1593599427087
REQUEST	2304		Get Balance	1593599367093	1593599427093	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2304	END	1593599367092	1593599427093
REQUEST	2305		Get Balance	1593599367103	1593599427104	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2305	END	1593599367103	1593599427104
REQUEST	5081		Get Balance	1593599376364	1593599427121	OK	 
USER	Balance	5081	END	1593599376363	1593599427122
REQUEST	4790		Get Balance	1593599375389	1593599427126	OK	 
USER	Balance	4790	END	1593599375389	1593599427126
REQUEST	5079		Get Balance	1593599376364	1593599427130	OK	 
USER	Balance	5079	END	1593599376363	1593599427130
REQUEST	5387		Get Balance	1593599377381	1593599427138	OK	 
USER	Balance	5387	END	1593599377380	1593599427138
REQUEST	2331		Get Balance	1593599367182	1593599427182	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2331	END	1593599367181	1593599427182
REQUEST	2330		Get Balance	1593599367182	1593599427182	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2330	END	1593599367181	1593599427182
REQUEST	2333		Get Balance	1593599367192	1593599427193	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2333	END	1593599367192	1593599427193
REQUEST	3298		Get Balance	1593599370414	1593599427197	OK	 
REQUEST	4490		Get Balance	1593599374393	1593599427197	OK	 
USER	Balance	4490	END	1593599374393	1593599427198
USER	Balance	3298	END	1593599370413	1593599427198
REQUEST	4803		Get Balance	1593599375432	1593599427202	OK	 
USER	Balance	4803	END	1593599375432	1593599427202
REQUEST	2335		Get Balance	1593599367202	1593599427203	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	2335	END	1593599367202	1593599427203
REQUEST	2344		Get Balance	1593599367229	1593599427229	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2344	END	1593599367228	1593599427229
REQUEST	5108		Get Balance	1593599376452	1593599427233	OK	 
USER	Balance	5108	END	1593599376451	1593599427234
REQUEST	2349		Get Balance	1593599367239	1593599427241	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2349	END	1593599367239	1593599427241
REQUEST	2352		Get Balance	1593599367250	1593599427250	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	2352	END	1593599367250	1593599427251
REQUEST	5118		Get Balance	1593599376488	1593599427262	OK	 
REQUEST	4991		Get Balance	1593599376063	1593599427262	OK	 
USER	Balance	4991	END	1593599376062	1593599427262
USER	Balance	5118	END	1593599376488	1593599427262
REQUEST	5420		Get Balance	1593599377491	1593599427289	OK	 
USER	Balance	5420	END	1593599377491	1593599427289
REQUEST	2369		Get Balance	1593599367314	1593599427314	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	2369	END	1593599367313	1593599427314
REQUEST	4827		Get Balance	1593599375511	1593599427325	OK	 
USER	Balance	4827	END	1593599375511	1593599427325
REQUEST	2376		Get Balance	1593599367329	1593599427329	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2376	END	1593599367328	1593599427329
REQUEST	2374		Get Balance	1593599367329	1593599427330	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	2374	END	1593599367328	1593599427330
REQUEST	2379		Get Balance	1593599367339	1593599427339	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	2379	END	1593599367339	1593599427340
REQUEST	2427		Get Balance	1593599367504	1593599427360	OK	 
USER	Balance	2427	END	1593599367504	1593599427360
REQUEST	2431		Get Balance	1593599367519	1593599427374	OK	 
USER	Balance	2431	END	1593599367518	1593599427375
REQUEST	3028		Get Balance	1593599369518	1593599427376	OK	 
USER	Balance	3028	END	1593599369518	1593599427377
REQUEST	2390		Get Balance	1593599367382	1593599427382	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2390	END	1593599367382	1593599427382
REQUEST	2389		Get Balance	1593599367382	1593599427383	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2389	END	1593599367382	1593599427383
REQUEST	2394		Get Balance	1593599367393	1593599427393	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2394	END	1593599367392	1593599427393
REQUEST	2395		Get Balance	1593599367404	1593599427404	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
REQUEST	2397		Get Balance	1593599367404	1593599427404	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2397	END	1593599367403	1593599427404
USER	Balance	2395	END	1593599367403	1593599427404
REQUEST	5435		Get Balance	1593599377523	1593599427410	OK	 
USER	Balance	5435	END	1593599377523	1593599427411
REQUEST	4839		Get Balance	1593599375564	1593599427421	OK	 
USER	Balance	4839	END	1593599375564	1593599427421
REQUEST	3821		Get Balance	1593599372161	1593599427425	OK	 
USER	Balance	3821	END	1593599372161	1593599427426
REQUEST	4843		Get Balance	1593599375568	1593599427429	OK	 
USER	Balance	4843	END	1593599375568	1593599427430
REQUEST	2409		Get Balance	1593599367440	1593599427440	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2409	END	1593599367440	1593599427440
REQUEST	3351		Get Balance	1593599370592	1593599427473	OK	 
USER	Balance	3351	END	1593599370592	1593599427473
REQUEST	5143		Get Balance	1593599376572	1593599427475	OK	 
USER	Balance	5143	END	1593599376572	1593599427475
REQUEST	4549		Get Balance	1593599374593	1593599427483	OK	 
USER	Balance	4549	END	1593599374592	1593599427484
REQUEST	2424		Get Balance	1593599367493	1593599427494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
REQUEST	2423		Get Balance	1593599367493	1593599427494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2424	END	1593599367493	1593599427494
USER	Balance	2423	END	1593599367493	1593599427494
REQUEST	2422		Get Balance	1593599367493	1593599427495	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
