RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
USER	Balance	1571	END	1593599364670	1593599424671
REQUEST	4967		Get Balance	1593599375983	1593599424682	OK	 
USER	Balance	4967	END	1593599375982	1593599424682
REQUEST	1575		Get Balance	1593599364682	1593599424682	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1575	END	1593599364681	1593599424682
REQUEST	2572		Get Balance	1593599367991	1593599424709	OK	 
USER	Balance	2572	END	1593599367990	1593599424710
REQUEST	1584		Get Balance	1593599364714	1593599424714	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1584	END	1593599364713	1593599424714
REQUEST	1583		Get Balance	1593599364714	1593599424715	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1583	END	1593599364713	1593599424715
REQUEST	1675		Get Balance	1593599365013	1593599424715	OK	 
USER	Balance	1675	END	1593599365013	1593599424716
REQUEST	3170		Get Balance	1593599369981	1593599424729	OK	 
USER	Balance	3170	END	1593599369981	1593599424729
REQUEST	4678		Get Balance	1593599375020	1593599424753	OK	 
USER	Balance	4678	END	1593599375020	1593599424753
REQUEST	1598		Get Balance	1593599364760	1593599424760	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1598	END	1593599364760	1593599424760
REQUEST	1681		Get Balance	1593599365029	1593599424765	OK	 
USER	Balance	1681	END	1593599365028	1593599424765
REQUEST	1608		Get Balance	1593599364792	1593599424794	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1608	END	1593599364792	1593599424794
REQUEST	1610		Get Balance	1593599364803	1593599424805	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	1610	END	1593599364803	1593599424805
REQUEST	4074		Get Balance	1593599373013	1593599424811	OK	 
USER	Balance	4074	END	1593599373012	1593599424811
REQUEST	5600		Get Balance	1593599378094	1593599424830	OK	 
USER	Balance	5600	END	1593599378092	1593599424830
REQUEST	1623		Get Balance	1593599364839	1593599424840	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1623	END	1593599364839	1593599424840
REQUEST	5599		Get Balance	1593599378094	1593599424843	OK	 
USER	Balance	5599	END	1593599378092	1593599424843
REQUEST	1697		Get Balance	1593599365093	1593599424879	OK	 
USER	Balance	1697	END	1593599365093	1593599424880
REQUEST	1638		Get Balance	1593599364891	1593599424892	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1638	END	1593599364891	1593599424892
REQUEST	3203		Get Balance	1593599370092	1593599424912	OK	 
USER	Balance	3203	END	1593599370092	1593599424913
REQUEST	4998		Get Balance	1593599376089	1593599424918	OK	 
USER	Balance	4998	END	1593599376089	1593599424918
REQUEST	1653		Get Balance	1593599364944	1593599424944	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1653	END	1593599364943	1593599424944
REQUEST	5606		Get Balance	1593599378113	1593599424948	OK	 
USER	Balance	5606	END	1593599378113	1593599424949
REQUEST	5629		Get Balance	1593599378192	1593599425004	OK	 
USER	Balance	5629	END	1593599378192	1593599425005
REQUEST	1720		Get Balance	1593599365161	1593599425007	OK	 
USER	Balance	1720	END	1593599365160	1593599425008
REQUEST	4742		Get Balance	1593599375231	1593599425035	OK	 
USER	Balance	4742	END	1593599375231	1593599425036
REQUEST	5045		Get Balance	1593599376241	1593599425047	OK	 
USER	Balance	5045	END	1593599376241	1593599425048
REQUEST	4755		Get Balance	1593599375274	1593599425062	OK	 
USER	Balance	4755	END	1593599375273	1593599425062
REQUEST	4759		Get Balance	1593599375289	1593599425089	OK	 
USER	Balance	4759	END	1593599375288	1593599425089
REQUEST	4101		Get Balance	1593599373103	1593599425102	OK	 
USER	Balance	4101	END	1593599373103	1593599425103
REQUEST	1702		Get Balance	1593599365104	1593599425105	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1702	END	1593599365103	1593599425105
REQUEST	1706		Get Balance	1593599365119	1593599425119	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1708		Get Balance	1593599365118	1593599425119	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1707		Get Balance	1593599365119	1593599425119	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	1706	END	1593599365118	1593599425119
USER	Balance	1708	END	1593599365118	1593599425119
USER	Balance	1707	END	1593599365118	1593599425119
REQUEST	4789		Get Balance	1593599375389	1593599425126	OK	 
USER	Balance	4789	END	1593599375389	1593599425127
REQUEST	1710		Get Balance	1593599365129	1593599425130	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1710	END	1593599365129	1593599425130
REQUEST	5694		Get Balance	1593599378400	1593599425134	OK	 
USER	Balance	5694	END	1593599378400	1593599425134
REQUEST	1714		Get Balance	1593599365140	1593599425141	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1714	END	1593599365140	1593599425141
REQUEST	1796		Get Balance	1593599365419	1593599425157	OK	 
REQUEST	4190		Get Balance	1593599373393	1593599425157	OK	 
USER	Balance	4190	END	1593599373393	1593599425157
USER	Balance	1796	END	1593599365418	1593599425157
REQUEST	1723		Get Balance	1593599365171	1593599425172	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1723	END	1593599365171	1593599425172
REQUEST	1724		Get Balance	1593599365182	1593599425183	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	1724	END	1593599365182	1593599425183
REQUEST	5704		Get Balance	1593599378442	1593599425188	OK	 
USER	Balance	5704	END	1593599378442	1593599425189
REQUEST	1803		Get Balance	1593599365440	1593599425201	OK	 
USER	Balance	1803	END	1593599365440	1593599425202
REQUEST	1730		Get Balance	1593599365204	1593599425205	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1730	END	1593599365203	1593599425205
REQUEST	1735		Get Balance	1593599365209	1593599425209	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	1735	END	1593599365208	1593599425209
REQUEST	5715		Get Balance	1593599378473	1593599425221	OK	 
USER	Balance	5715	END	1593599378473	1593599425222
REQUEST	1739		Get Balance	1593599365229	1593599425229	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
REQUEST	1740		Get Balance	1593599365229	1593599425229	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1739	END	1593599365229	1593599425229
USER	Balance	1740	END	1593599365229	1593599425229
REQUEST	4211		Get Balance	1593599373461	1593599425259	OK	 
USER	Balance	4211	END	1593599373461	1593599425259
REQUEST	4826		Get Balance	1593599375511	1593599425261	OK	 
USER	Balance	4826	END	1593599375511	1593599425262
REQUEST	5605		Get Balance	1593599378113	1593599425264	OK	 
USER	Balance	5605	END	1593599378113	1593599425267
REQUEST	1755		Get Balance	1593599365281	1593599425281	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	1755	END	1593599365281	1593599425281
REQUEST	5728		Get Balance	1593599378520	1593599425291	OK	 
USER	Balance	5728	END	1593599378520	1593599425291
REQUEST	1760		Get Balance	1593599365302	1593599425303	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1760	END	1593599365302	1593599425303
REQUEST	1761		Get Balance	1593599365302	1593599425304	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	1761	END	1593599365302	1593599425304
REQUEST	1767		Get Balance	1593599365323	1593599425323	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	1767	END	1593599365322	1593599425323
REQUEST	2752		Get Balance	1593599368603	1593599425325	OK	 
USER	Balance	2752	END	1593599368602	1593599425326
REQUEST	2437		Get Balance	1593599367540	1593599425327	OK	 
USER	Balance	2437	END	1593599367540	1593599425327
REQUEST	1771		Get Balance	1593599365334	1593599425334	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1771	END	1593599365333	1593599425334
REQUEST	4561		Get Balance	1593599374629	1593599425353	OK	 
USER	Balance	4561	END	1593599374628	1593599425353
REQUEST	1787		Get Balance	1593599365392	1593599425392	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1787	END	1593599365392	1593599425392
REQUEST	1789		Get Balance	1593599365392	1593599425393	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1789	END	1593599365392	1593599425393
REQUEST	5761		Get Balance	1593599378630	1593599425410	OK	 
USER	Balance	5761	END	1593599378629	1593599425410
REQUEST	5765		Get Balance	1593599378640	1593599425414	OK	 
REQUEST	5159		Get Balance	1593599376618	1593599425414	OK	 
USER	Balance	5159	END	1593599376618	1593599425415
USER	Balance	5765	END	1593599378640	1593599425415
REQUEST	4861		Get Balance	1593599375633	1593599425445	OK	 
USER	Balance	4861	END	1593599375632	1593599425446
REQUEST	1810		Get Balance	1593599365462	1593599425462	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
REQUEST	1809		Get Balance	1593599365461	1593599425462	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1808		Get Balance	1593599365462	1593599425462	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1809	END	1593599365461	1593599425462
USER	Balance	1810	END	1593599365461	1593599425462
USER	Balance	1808	END	1593599365461	1593599425462
REQUEST	5774		Get Balance	1593599378672	1593599425464	OK	 
REQUEST	5776		Get Balance	1593599378683	1593599425464	OK	 
USER	Balance	5774	END	1593599378672	1593599425464
USER	Balance	5776	END	1593599378683	1593599425464
REQUEST	1811		Get Balance	1593599365472	1593599425473	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
REQUEST	1813		Get Balance	1593599365472	1593599425473	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1811	END	1593599365472	1593599425473
USER	Balance	1813	END	1593599365472	1593599425473
REQUEST	3375		Get Balance	1593599370671	1593599425485	OK	 
USER	Balance	3375	END	1593599370670	1593599425486
REQUEST	3087		Get Balance	1593599369703	1593599425493	OK	 
REQUEST	1819		Get Balance	1593599365493	1593599425493	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	3087	END	1593599369703	1593599425493
USER	Balance	1819	END	1593599365493	1593599425493
REQUEST	1818		Get Balance	1593599365493	1593599425494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
REQUEST	1817		Get Balance	1593599365493	1593599425494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1818	END	1593599365493	1593599425494
USER	Balance	1817	END	1593599365493	1593599425494
REQUEST	5504		Get Balance	1593599377774	1593599425513	OK	 
USER	Balance	5504	END	1593599377773	1593599425513
REQUEST	1825		Get Balance	1593599365514	1593599425515	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1825	END	1593599365514	1593599425515
REQUEST	4587		Get Balance	1593599374712	1593599425517	OK	 
USER	Balance	4587	END	1593599374712	1593599425517
REQUEST	1832		Get Balance	1593599365519	1593599425519	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1826		Get Balance	1593599365518	1593599425519	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1826	END	1593599365518	1593599425519
USER	Balance	1832	END	1593599365518	1593599425519
REQUEST	1833		Get Balance	1593599365519	1593599425520	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1833	END	1593599365518	1593599425520
REQUEST	3631		Get Balance	1593599371511	1593599425529	OK	 
USER	Balance	3631	END	1593599371510	1593599425529
REQUEST	2809		Get Balance	1593599368791	1593599425534	OK	 
USER	Balance	2809	END	1593599368791	1593599425535
REQUEST	3414		Get Balance	1593599370803	1593599425549	OK	 
USER	Balance	3414	END	1593599370802	1593599425549
REQUEST	3430		Get Balance	1593599370860	1593599425551	OK	 
USER	Balance	3430	END	1593599370860	1593599425551
REQUEST	4638		Get Balance	1593599374884	1593599425565	OK	 
USER	Balance	4638	END	1593599374883	1593599425566
REQUEST	5837		Get Balance	1593599378884	1593599425572	OK	 
USER	Balance	5837	END	1593599378883	1593599425572
REQUEST	2785		Get Balance	1593599368713	1593599425590	OK	 
USER	Balance	2785	END	1593599368713	1593599425591
REQUEST	1849		Get Balance	1593599365593	1593599425593	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1847		Get Balance	1593599365593	1593599425593	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	1847	END	1593599365593	1593599425593
USER	Balance	1849	END	1593599365593	1593599425593
REQUEST	5856		Get Balance	1593599378951	1593599425601	OK	 
USER	Balance	5856	END	1593599378951	1593599425602
REQUEST	5854		Get Balance	1593599378940	1593599425615	OK	 
USER	Balance	5854	END	1593599378940	1593599425615
REQUEST	2265		Get Balance	1593599366959	1593599425646	OK	 
USER	Balance	2265	END	1593599366959	1593599425646
REQUEST	4978		Get Balance	1593599376020	1593599425649	OK	 
USER	Balance	4978	END	1593599376020	1593599425649
REQUEST	5880		Get Balance	1593599379030	1593599425651	OK	 
USER	Balance	5880	END	1593599379030	1593599425651
REQUEST	5578		Get Balance	1593599378019	1593599425667	OK	 
USER	Balance	5578	END	1593599378018	1593599425667
REQUEST	2896		Get Balance	1593599369084	1593599425699	OK	 
USER	Balance	2896	END	1593599369083	1593599425699
REQUEST	2165		Get Balance	1593599366634	1593599425708	OK	 
USER	Balance	2165	END	1593599366634	1593599425708
REQUEST	5898		Get Balance	1593599379094	1593599425715	OK	 
USER	Balance	5898	END	1593599379093	1593599425715
REQUEST	4100		Get Balance	1593599373092	1593599425754	OK	 
USER	Balance	4100	END	1593599373092	1593599425754
REQUEST	1900		Get Balance	1593599365762	1593599425763	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
REQUEST	1899		Get Balance	1593599365761	1593599425763	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1899	END	1593599365761	1593599425763
USER	Balance	1900	END	1593599365761	1593599425763
REQUEST	1902		Get Balance	1593599365772	1593599425773	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	1902	END	1593599365772	1593599425773
REQUEST	1904		Get Balance	1593599365783	1593599425783	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
REQUEST	1905		Get Balance	1593599365783	1593599425783	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1905	END	1593599365782	1593599425784
USER	Balance	1904	END	1593599365782	1593599425784
REQUEST	1908		Get Balance	1593599365794	1593599425794	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/18.203.208.214:443 after 60000 ms
USER	Balance	1908	END	1593599365793	1593599425794
REQUEST	3208		Get Balance	1593599370114	1593599425801	OK	 
USER	Balance	3208	END	1593599370114	1593599425802
REQUEST	4419		Get Balance	1593599374150	1593599425806	OK	 
REQUEST	5006		Get Balance	1593599376111	1593599425806	OK	 
USER	Balance	5006	END	1593599376111	1593599425806
USER	Balance	4419	END	1593599374150	1593599425806
REQUEST	3217		Get Balance	1593599370139	1593599425818	OK	 
USER	Balance	3217	END	1593599370139	1593599425819
REQUEST	1920		Get Balance	1593599365831	1593599425831	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
REQUEST	1919		Get Balance	1593599365831	1593599425831	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1920	END	1593599365830	1593599425831
USER	Balance	1919	END	1593599365830	1593599425831
REQUEST	1926		Get Balance	1593599365852	1593599425852	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	1926	END	1593599365851	1593599425853
REQUEST	4123		Get Balance	1593599373172	1593599425853	OK	 
USER	Balance	4123	END	1593599373172	1593599425854
REQUEST	5624		Get Balance	1593599378171	1593599425866	OK	 
USER	Balance	5624	END	1593599378171	1593599425866
REQUEST	2628		Get Balance	1593599368171	1593599425879	OK	 
USER	Balance	2628	END	1593599368170	1593599425880
REQUEST	4609		Get Balance	1593599374793	1593599425892	OK	 
USER	Balance	4609	END	1593599374793	1593599425892
REQUEST	4133		Get Balance	1593599373199	1593599425905	OK	 
USER	Balance	4133	END	1593599373198	1593599425905
REQUEST	3831		Get Balance	1593599372203	1593599425912	OK	 
USER	Balance	3831	END	1593599372202	1593599425913
REQUEST	4735		Get Balance	1593599375211	1593599425923	OK	 
USER	Balance	4735	END	1593599375210	1593599425923
REQUEST	3832		Get Balance	1593599372203	1593599425931	OK	 
USER	Balance	3832	END	1593599372202	1593599425931
REQUEST	5050		Get Balance	1593599376263	1593599425938	OK	 
USER	Balance	5050	END	1593599376263	1593599425938
REQUEST	1958		Get Balance	1593599365962	1593599425962	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1958	END	1593599365962	1593599425963
REQUEST	1960		Get Balance	1593599365962	1593599425963	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	1960	END	1593599365962	1593599425963
REQUEST	5054		Get Balance	1593599376274	1593599425974	OK	 
USER	Balance	5054	END	1593599376273	1593599425974
REQUEST	1966		Get Balance	1593599365984	1593599425984	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1966	END	1593599365983	1593599425984
REQUEST	1965		Get Balance	1593599365984	1593599425984	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
USER	Balance	1965	END	1593599365983	1593599425985
REQUEST	3858		Get Balance	1593599372292	1593599425990	OK	 
USER	Balance	3858	END	1593599372291	1593599425990
REQUEST	4764		Get Balance	1593599375299	1593599425999	OK	 
USER	Balance	4764	END	1593599375299	1593599425999
REQUEST	2057		Get Balance	1593599366292	1593599426006	OK	 
USER	Balance	2057	END	1593599366291	1593599426007
REQUEST	1979		Get Balance	1593599366031	1593599426031	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.246.118.170:443 after 60000 ms
USER	Balance	1979	END	1593599366030	1593599426031
REQUEST	1980		Get Balance	1593599366031	1593599426031	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
REQUEST	1981		Get Balance	1593599366031	1593599426031	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	1980	END	1593599366030	1593599426032
USER	Balance	1981	END	1593599366030	1593599426032
REQUEST	5963		Get Balance	1593599379299	1593599426032	OK	 
USER	Balance	5963	END	1593599379298	1593599426032
REQUEST	1983		Get Balance	1593599366042	1593599426042	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1983	END	1593599366041	1593599426042
REQUEST	3864		Get Balance	1593599372312	1593599426045	OK	 
USER	Balance	3864	END	1593599372312	1593599426045
REQUEST	4775		Get Balance	1593599375342	1593599426058	OK	 
USER	Balance	4775	END	1593599375342	1593599426058
REQUEST	5679		Get Balance	1593599378353	1593599426077	OK	 
USER	Balance	5679	END	1593599378353	1593599426078
REQUEST	5074		Get Balance	1593599376342	1593599426082	OK	 
USER	Balance	5074	END	1593599376342	1593599426083
REQUEST	1999		Get Balance	1593599366093	1593599426093	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	1999	END	1593599366093	1593599426093
REQUEST	5987		Get Balance	1593599379384	1593599426096	OK	 
USER	Balance	5987	END	1593599379384	1593599426096
REQUEST	2979		Get Balance	1593599369351	1593599426099	OK	 
USER	Balance	2979	END	1593599369350	1593599426099
REQUEST	2004		Get Balance	1593599366108	1593599426109	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2004	END	1593599366108	1593599426110
REQUEST	2007		Get Balance	1593599366118	1593599426119	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.19.225.66:443 after 60000 ms
USER	Balance	2007	END	1593599366118	1593599426119
REQUEST	2702		Get Balance	1593599368423	1593599426122	OK	 
USER	Balance	2702	END	1593599368423	1593599426122
REQUEST	2586		Get Balance	1593599368033	1593599426140	OK	 
USER	Balance	2586	END	1593599368032	1593599426140
REQUEST	4215		Get Balance	1593599373483	1593599426162	OK	 
REQUEST	5100		Get Balance	1593599376431	1593599426162	OK	 
USER	Balance	5100	END	1593599376430	1593599426163
USER	Balance	4215	END	1593599373482	1593599426163
REQUEST	4218		Get Balance	1593599373493	1593599426171	OK	 
USER	Balance	4218	END	1593599373493	1593599426171
REQUEST	2021		Get Balance	1593599366171	1593599426171	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2021	END	1593599366171	1593599426172
REQUEST	2724		Get Balance	1593599368492	1593599426178	OK	 
USER	Balance	2724	END	1593599368492	1593599426178
REQUEST	2029		Get Balance	1593599366192	1593599426193	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
REQUEST	2027		Get Balance	1593599366192	1593599426193	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2029	END	1593599366192	1593599426193
USER	Balance	2027	END	1593599366192	1593599426193
REQUEST	2028		Get Balance	1593599366192	1593599426194	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.248.33.77:443 after 60000 ms
USER	Balance	2028	END	1593599366192	1593599426194
REQUEST	2723		Get Balance	1593599368492	1593599426203	OK	 
REQUEST	4834		Get Balance	1593599375543	1593599426203	OK	 
USER	Balance	4834	END	1593599375543	1593599426204
USER	Balance	2723	END	1593599368492	1593599426204
REQUEST	2034		Get Balance	1593599366213	1593599426214	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/34.243.165.180:443 after 60000 ms
USER	Balance	2034	END	1593599366213	1593599426214
REQUEST	5740		Get Balance	1593599378562	1593599426218	OK	 
USER	Balance	5740	END	1593599378562	1593599426218
REQUEST	4540		Get Balance	1593599374560	1593599426225	OK	 
USER	Balance	4540	END	1593599374560	1593599426225
REQUEST	3571		Get Balance	1593599371331	1593599426245	OK	 
USER	Balance	3571	END	1593599371331	1593599426245
REQUEST	3053		Get Balance	1593599369593	1593599426259	OK	 
USER	Balance	3053	END	1593599369592	1593599426259
REQUEST	4251		Get Balance	1593599373593	1593599426264	OK	 
USER	Balance	4251	END	1593599373592	1593599426264
REQUEST	4255		Get Balance	1593599373603	1593599426269	OK	 
USER	Balance	4255	END	1593599373603	1593599426270
REQUEST	3056		Get Balance	1593599369603	1593599426289	OK	 
USER	Balance	3056	END	1593599369603	1593599426289
REQUEST	5161		Get Balance	1593599376629	1593599426297	OK	 
USER	Balance	5161	END	1593599376628	1593599426297
REQUEST	4868		Get Balance	1593599375654	1593599426301	OK	 
REQUEST	2098		Get Balance	1593599366424	1593599426301	OK	 
USER	Balance	2098	END	1593599366423	1593599426302
USER	Balance	4868	END	1593599375654	1593599426302
REQUEST	2062		Get Balance	1593599366303	1593599426303	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.31.139.247:443 after 60000 ms
USER	Balance	2062	END	1593599366302	1593599426303
REQUEST	2063		Get Balance	1593599366313	1593599426314	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.211.98.225:443 after 60000 ms
REQUEST	2065		Get Balance	1593599366314	1593599426314	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to bank-load.herokuapp.com/52.214.171.64:443 after 60000 ms
USER	Balance	2065	END	1593599366313	1593599426315
USER	Balance	2063	END	1593599366313	1593599426315
REQUEST	3078		Get Balance	1593599369671	1593599426326	OK	 
USER	Balance	3078	END	1593599369671	1593599426326
REQUEST	2786		Get Balance	1593599368713	1593599426336	OK	 
REQUEST	3085		Get Balance	1593599369703	1593599426336	OK	 
USER	Balance	3085	END	1593599369703	1593599426336
USER	Balance	2786	END	1593599368713	1593599426336
REQUEST	5184		Get Balance	1593599376714	1593599426377	OK	 
USER	Balance	5184	END	1593599376714	1593599426377
REQUEST	3386		Get Balance	1593599370713	1593599426379	OK	 
USER	Balance	3386	END	1593599370713	1593599426379
REQUEST	3387		Get Balance	1593599370713	1593599426381	OK	 
USER	Balance	3387	END	1593599370713	1593599426381
